weight,gripForce
64.5,37.9
58.0,33.2
84.3,50.2
62.7,46.8
93.3,65.0
93.5,50.4
72.8,38.3
47.1,29.5
57.0,31.7
86.9,35.0
94.9,64.2
63.3,30.7
43.7,28.3
62.7,45.2
54.8,166.01318
55.1,25.6
54.0,28.4
59.2,32.6
66.0,43.2
66.5,51.7
66.8,49.9
66.8,43.3
57.2,102.533554
50.8,24.5
75.2,53.3
65.9,44.3
79.3,48.8
68.0,49.9
58.5,51.1
60.7,22.0
87.3,53.3
74.8,61.2
67.0,37.6
73.0,50.2
51.6,25.6
79.8,48.8
65.6,46.8
87.3,113.17986
75.7,54.8
67.7,50.0
72.9,65.0
77.3,42.1
65.7,48.4
58.9,26.4
96.7,36.8
64.7,53.9
67.3,53.6
64.5,36.7
52.9,31.7
52.6,32.0
52.2,31.3
60.4,43.2
65.8,150.38243
56.2,34.7
74.5,42.5
79.9,46.0
65.6,34.4
62.5,41.5
81.5,61.8
69.5,55.3
41.7,27.8
56.7,0.0
72.4,58.1
59.4,23.3
105.6,59.0
72.1,134.6061
93.8,185.46274
61.4,42.7
69.5,47.5
70.6,49.4
64.3,38.8
65.7,42.5
4.0,45.5
72.7,64.2
73.0,55.8
53.0,31.0
74.9,58.0
88.1,61.2
82.0,70.3
71.4,53.2
73.7,33.2
71.0,59.0
76.0,46.1
69.6,58.8
64.7,48.0
9.9,25.3
52.9,32.0
52.2,24.6
66.9,32.4
86.9,51.2
60.5,48.1
55.2,39.7
82.4,43.2
153.8,34.2
68.4,55.2
60.7,40.8
72.9,46.1
80.5,43.1
74.0,41.0
85.9,59.9
82.5,50.6
65.2,33.8
73.6,54.6
87.7,57.5
71.0,59.3
50.6,23.4
74.1,55.6
63.8,40.9
55.8,33.5
74.8,50.8
nan,63.6
72.9,61.7
69.0,37.8
68.8,52.0
67.2,46.0
55.3,31.8
76.3,57.7
75.6,60.4
48.2,31.9
65.3,65.8
77.8,55.1
76.7,44.4
66.3,46.6
66.9,153.33968
68.4,51.7
76.0,59.5
61.1,27.2
56.9,49.8
74.1,50.0
80.3,48.4
71.2,64.1
178.1,59.8
69.0,51.2
67.0,43.7
89.3,72.5
56.8,27.1
82.1,63.1
70.9,64.2
76.1,58.8
87.1,55.7
72.5,55.6
76.9,110.97572
101.1,54.0
54.3,105.45226
66.1,42.0
161.8,49.9
73.1,45.6
80.2,59.8
83.5,57.2
45.3,31.9
169.6,58.2
83.4,38.6
62.6,27.2
85.4,64.9
51.7,29.0
73.0,60.1
76.6,56.5
67.8,50.2
86.4,66.8
76.8,58.4
50.4,28.7
73.2,49.2
188.0,29.5
68.0,48.1
89.1,54.5
69.8,46.2
62.9,48.7
65.3,69.7
69.1,42.0
65.0,43.8
58.3,29.9
85.8,57.7
90.2,52.8
79.3,55.0
54.1,33.6
71.0,50.3
51.1,31.1
71.1,63.6
53.0,32.8
60.0,37.4
3.9,51.5
70.6,34.9
50.9,27.2
48.0,28.6
47.4,25.4
69.6,33.2
73.3,47.3
75.4,107.42698
88.7,50.8
64.5,58.1
47.9,26.2
57.7,41.3
76.0,53.8
40.0,22.2
56.6,159.7892
84.3,70.1
57.2,40.6
47.0,23.6
66.6,51.8
73.0,58.8
59.5,31.8
70.3,49.9
55.8,40.1
81.3,54.8
50.7,18.7
57.0,52.9
66.4,37.7
72.6,43.0
177.6,40.8
81.2,55.2
164.2,33.5
4.9,52.0
43.5,25.2
53.1,33.4
68.5,48.8
4.5,60.2
50.3,47.9
79.1,52.8
59.9,19.8
78.0,46.9
74.1,49.2
66.9,51.2
55.9,23.3
73.3,70.6
66.6,36.4
64.6,23.5
56.7,36.5
82.0,47.3
49.2,35.2
57.4,28.3
55.2,142.02084
66.7,27.2
68.7,48.8
53.3,29.5
71.1,47.6
66.7,47.5
82.9,61.3
82.2,39.0
60.3,48.5
64.2,50.0
69.5,46.0
62.4,44.0
84.1,58.6
66.6,36.7
71.8,53.4
70.9,47.2
80.0,60.5
54.8,30.1
66.7,164.89728
90.1,55.7
70.2,53.4
62.9,36.6
66.1,50.4
nan,56.6
58.9,49.4
54.6,34.9
74.1,57.7
63.8,48.0
76.9,24.1
44.7,30.7
46.3,28.9
72.9,54.7
0.6,54.5
61.9,29.4
94.6,70.6
77.3,55.4
68.4,44.2
54.7,38.0
56.5,32.8
62.3,36.7
187.2,27.8
55.1,34.8
61.8,48.4
65.8,37.2
86.5,32.9
55.0,32.9
60.7,40.9
73.1,44.5
63.9,40.7
53.0,26.8
50.7,27.5
73.1,54.1
52.9,33.5
55.6,30.5
64.5,44.6
66.1,49.3
69.4,49.4
69.8,61.8
84.2,62.3
72.0,45.7
53.8,34.9
54.6,28.2
73.8,54.4
70.3,62.4
nan,48.1
68.6,49.1
83.8,60.6
51.9,29.8
70.0,51.7
54.0,25.0
62.9,45.4
nan,41.4
49.8,30.8
153.9,36.7
58.2,27.5
nan,29.3
53.8,26.9
77.0,55.2
61.7,37.4
71.9,35.5
63.0,53.4
82.7,61.8
85.9,55.8
51.8,29.2
90.4,72.4
73.7,54.8
57.1,30.2
158.5,32.2
56.0,32.4
72.4,53.5
48.7,23.9
75.9,35.5
86.2,61.9
73.6,41.8
59.1,38.5
53.7,25.4
54.4,38.2
75.5,68.9
73.1,45.0
5.8,28.8
61.0,31.3
40.3,29.0
68.8,63.5
72.4,50.4
86.1,43.4
69.9,58.4
62.1,29.3
51.7,30.8
67.2,54.0
88.2,67.0
61.4,50.9
70.5,51.5
73.2,72.4
78.1,53.4
85.7,56.9
65.0,45.5
54.9,22.0
60.3,39.4
57.6,29.6
54.2,29.4
71.4,47.5
84.7,27.1
49.3,32.3
75.6,54.1
59.6,45.8
64.0,49.2
60.3,20.2
54.5,30.2
52.2,28.0
87.5,133.0412
59.8,34.7
79.1,58.3
71.4,48.1
82.0,50.8
70.0,47.8
58.1,37.4
72.1,54.5
45.0,28.7
58.5,45.4
64.1,37.8
59.6,37.3
71.0,56.0
63.8,73.7
56.5,117.871155
56.1,31.6
73.4,39.7
81.6,55.6
64.8,30.1
183.1,33.1
60.9,32.5
74.0,51.1
155.6,52.0
72.2,56.9
70.3,59.9
57.1,34.4
71.7,50.3
53.0,34.0
87.3,63.2
67.9,46.2
82.0,48.1
62.6,30.8
55.0,28.9
63.2,48.4
68.1,55.8
66.4,32.2
50.7,21.0
72.5,54.8
85.0,54.4
82.3,51.4
57.7,35.8
62.8,58.9
68.7,57.0
66.3,48.5
83.0,183.28203
113.3,29.3
58.4,29.5
45.7,32.0
80.2,49.9
58.9,25.9
75.4,53.4
87.9,119.47736
62.3,45.7
73.9,59.8
52.6,29.5
64.8,39.1
3.3,55.9
66.8,59.8
60.5,34.4
71.7,61.4
57.0,34.0
73.5,40.8
79.8,53.4
71.4,53.6
65.1,33.5
68.3,54.2
88.9,60.5
73.3,63.6
84.6,64.1
67.6,36.5
60.4,27.2
89.8,61.2
80.2,62.8
74.4,61.7
52.2,26.8
74.2,48.8
51.7,41.6
89.1,63.8
184.2,63.4
65.9,45.0
53.9,27.7
59.0,30.4
77.4,50.5
69.2,60.0
52.4,21.2
52.1,34.9
74.5,42.4
76.8,40.7
86.1,50.6
69.0,23.3
64.6,28.9
54.7,104.68898
78.0,63.1
79.3,47.9
66.6,34.0
61.3,41.9
76.6,39.4
63.3,137.34584
55.2,28.9
56.3,130.47374
49.1,27.7
60.7,40.2
73.9,49.4
75.2,117.77847
52.1,33.1
68.8,51.2
71.1,55.1
68.5,34.6
74.5,59.6
71.9,50.6
72.0,47.0
50.9,22.1
84.7,51.8
65.0,54.4
74.3,57.5
49.1,34.8
84.4,58.7
53.4,33.8
61.2,33.8
63.7,53.5
63.2,37.4
59.1,29.6
50.6,28.8
72.1,55.4
52.8,24.7
54.4,18.7
81.8,51.7
76.5,58.1
63.4,57.8
68.3,53.9
67.8,56.8
71.1,109.912254
72.7,60.7
49.2,188.30234
72.0,53.9
80.4,47.5
63.5,36.5
58.3,184.03654
88.2,66.4
57.3,29.0
58.1,34.8
72.9,50.0
84.2,58.4
83.9,67.3
72.5,40.9
71.6,50.3
52.3,30.8
48.7,19.1
68.1,53.0
49.3,26.9
59.1,38.6
78.8,59.2
62.8,41.4
87.9,70.0
65.5,46.3
82.7,51.5
56.3,31.3
68.5,46.9
48.6,27.6
59.4,26.8
94.9,65.3
78.6,62.3
64.2,50.4
67.4,57.6
54.7,27.8
59.5,39.5
52.8,28.1
64.3,125.462166
69.6,156.99701
74.1,39.8
54.8,29.2
74.7,52.7
82.8,49.1
106.6,59.2
77.4,55.1
60.0,38.2
61.0,34.7
64.0,197.43321
68.3,52.9
54.4,34.3
65.6,198.30682
54.2,50.8
66.1,56.5
97.4,69.7
150.6,62.3
88.5,43.6
71.0,55.1
72.4,52.9
83.8,45.5
57.1,27.6
75.5,48.8
64.2,41.3
61.2,15.0
53.3,25.7
1.3,58.6
74.8,45.1
49.0,25.8
71.4,53.8
56.4,31.3
63.0,43.9
84.9,40.7
56.2,27.7
68.2,47.4
68.0,56.3
64.6,46.9
176.9,56.9
74.6,64.9
72.0,34.2
61.0,31.6
60.5,51.6
64.9,42.5
63.1,170.02063
86.3,44.5
59.0,126.428856
51.8,30.0
60.4,28.8
49.4,23.5
67.2,43.3
49.2,28.6
72.0,182.15573
81.1,113.036316
78.6,60.4
87.0,70.0
73.0,48.0
4.2,37.9
75.1,47.9
56.1,31.7
66.7,49.6
82.4,44.2
64.8,36.7
78.1,62.3
nan,65.9
57.8,28.1
75.6,69.7
85.9,54.8
62.9,36.8
2.0,37.6
56.1,107.57092
79.4,59.5
56.0,42.1
92.4,195.55289
49.6,31.6
65.4,44.6
59.6,55.6
2.2,50.5
66.1,40.6
74.4,156.28244
51.9,20.9
58.9,33.7
66.7,41.4
48.4,143.68933
72.3,52.1
71.1,55.8
49.1,25.4
67.8,100.28085
67.8,31.2
80.6,52.1
74.2,58.6
59.5,45.0
56.9,28.4
49.0,29.8
70.5,42.8
71.3,38.6
62.3,33.0
66.3,50.4
114.0,53.9
54.9,30.1
62.7,31.6
157.3,57.8
53.8,21.4
73.8,48.1
59.6,36.0
50.9,184.76811
54.0,28.3
75.6,32.2
72.4,65.5
69.6,53.6
51.2,28.1
57.4,44.5
58.5,29.9
78.3,32.3
58.7,186.14311
78.2,59.8
85.9,74.8
54.0,32.9
47.8,31.2
61.5,43.1
73.9,55.8
78.2,197.08797
73.2,53.9
73.4,69.2
164.4,44.6
65.6,65.2
47.6,28.6
68.8,68.3
60.6,36.1
79.0,68.0
70.5,44.9
85.3,64.2
88.7,45.5
56.2,31.4
62.4,34.0
76.4,48.6
63.4,50.3
64.0,42.2
89.2,74.2
86.3,57.7
82.8,70.6
68.4,68.4
85.9,46.6
79.4,105.245316
73.4,127.11129
57.0,29.0
71.6,58.4
54.5,33.5
90.2,36.5
3.0,25.9
77.8,42.7
46.9,27.4
62.6,40.9
81.3,55.4
62.4,50.4
80.5,65.8
81.4,51.2
70.8,38.6
77.4,61.4
9.1,65.3
59.7,27.8
70.1,53.8
79.2,118.937874
72.3,47.5
51.1,23.2
74.3,58.3
55.8,27.7
51.3,26.5
75.5,42.4
75.3,104.35077
91.6,65.4
53.6,28.2
65.0,37.7
163.9,24.6
89.4,69.5
62.7,38.2
68.5,49.1
74.5,35.5
56.1,28.2
66.9,56.2
62.5,28.2
65.4,47.9
80.4,52.9
74.0,49.9
47.5,23.4
59.3,34.9
70.1,52.9
62.6,35.2
67.0,44.9
71.8,54.4
77.4,50.6
54.2,28.3
60.5,30.2
67.5,37.4
83.5,166.84674
178.1,30.7
65.9,25.4
53.6,37.1
65.9,38.9
93.5,63.7
76.3,67.7
67.3,44.2
60.9,46.6
65.4,101.53491
76.9,59.3
53.1,30.8
82.3,54.1
195.0,39.2
184.9,36.1
54.4,32.4
59.4,27.1
78.7,48.7
155.4,46.7
75.9,54.1
75.9,55.9
68.3,46.6
50.0,21.1
50.3,25.7
50.3,27.7
61.9,30.7
55.9,28.0
64.2,51.5
63.8,53.9
59.0,29.8
184.4,28.0
77.5,64.7
171.5,64.9
0.1,139.7302
74.1,70.0
56.2,42.0
78.8,46.0
52.6,38.0
85.3,57.4
71.0,58.3
54.2,25.1
71.7,55.9
78.6,42.5
72.8,52.0
46.5,25.0
48.5,25.2
67.7,51.4
71.8,43.6
5.4,115.03718
55.1,115.49109
47.7,44.9
75.0,56.2
75.0,63.1
57.3,26.2
62.2,26.8
58.1,33.5
5.4,32.3
49.9,27.1
72.1,52.7
84.9,40.4
76.6,41.9
63.5,29.5
62.4,41.3
76.8,64.1
70.6,40.4
64.0,48.4
74.8,51.1
63.0,45.6
76.4,48.2
63.9,48.0
55.8,25.4
57.4,34.4
44.7,23.5
50.2,22.1
85.0,131.33545
68.4,56.5
70.9,46.0
47.9,19.1
64.8,52.7
52.2,38.2
73.3,50.4
56.8,40.8
81.3,42.7
81.4,100.47829
96.5,61.8
57.5,46.8
80.7,48.7
82.0,46.1
76.3,42.7
62.0,46.1
81.7,48.1
79.8,68.4
53.6,35.4
79.3,47.5
56.3,39.8
71.0,41.4
51.9,16.9
89.5,61.2
195.4,109.672775
54.3,28.4
75.2,50.3
2.6,27.2
86.9,40.1
138.1,62.8
81.8,63.7
199.8,27.2
72.5,75.4
73.2,52.7
74.3,59.8
66.5,178.7384
66.5,41.9
97.2,58.4
73.5,46.6
61.0,42.8
71.4,66.4
71.6,43.7
67.7,36.7
190.9,46.2
71.6,59.6
74.5,47.8
79.8,31.3
58.0,34.9
55.6,29.0
82.8,62.8
70.4,46.9
nan,44.0
69.3,61.1
70.8,43.0
68.9,29.4
58.5,56.8
46.7,26.2
46.5,22.4
72.8,49.7
73.5,61.9
50.8,34.1
181.1,26.8
65.3,31.1
53.6,30.6
85.9,43.3
78.4,61.8
54.0,30.2
50.6,45.1
101.5,62.5
2.4,55.9
168.2,53.5
48.1,35.2
55.7,35.6
55.6,33.8
66.7,55.6
76.7,53.5
54.9,23.5
61.3,28.1
64.5,136.15681
55.1,33.2
77.7,58.8
65.9,43.9
71.6,58.9
93.9,50.0
68.4,52.0
50.3,27.0
51.1,34.3
60.7,36.5
79.2,64.1
49.1,30.5
50.1,42.8
89.8,47.6
54.8,29.4
60.7,32.5
58.1,14.4
67.6,48.6
66.2,40.6
78.7,62.8
73.5,46.4
76.1,55.8
88.0,101.817215
50.3,29.0
73.6,51.5
82.0,61.0
55.1,37.4
66.7,29.6
73.4,55.8
52.3,34.4
70.3,62.9
66.0,46.2
73.5,58.8
80.1,63.0
52.6,33.7
58.9,32.4
75.5,55.3
80.5,61.9
63.3,43.4
67.9,53.0
97.4,58.4
72.2,54.5
199.2,25.6
66.0,47.4
86.0,52.4
53.8,34.1
77.5,66.4
54.4,182.95206
69.6,183.18303
92.3,51.4
63.7,47.5
80.4,50.9
54.1,38.8
71.1,56.4
59.7,49.8
86.5,51.4
58.2,147.10556
61.2,34.3
48.9,24.2
183.2,35.2
98.7,42.5
85.5,44.5
64.4,40.8
72.3,47.6
57.1,34.7
66.0,43.7
81.1,51.6
66.6,56.5
73.9,44.3
66.3,39.6
55.1,36.4
nan,54.4
67.9,49.6
57.9,32.3
54.8,30.7
80.8,52.6
71.0,47.8
83.5,52.3
55.2,27.2
77.0,43.2
123.0,49.9
74.0,59.9
54.5,36.5
52.9,37.6
65.1,47.2
55.6,31.6
55.9,43.0
72.0,58.3
88.5,57.4
88.1,54.8
70.1,63.0
66.8,172.48029
90.9,43.8
76.4,49.4
63.4,54.6
64.9,44.8
72.4,72.1
183.9,61.2
54.5,36.6
63.4,50.5
62.4,22.8
71.7,52.9
6.0,30.7
68.0,61.7
67.9,28.7
47.2,28.8
55.4,36.4
54.4,26.0
68.4,45.6
63.5,27.2
54.4,35.3
77.9,61.1
65.4,47.9
57.9,36.7
81.6,64.0
6.5,26.5
64.7,49.2
93.4,65.8
67.2,28.4
3.8,54.6
2.1,49.6
58.8,26.8
4.9,33.5
80.7,61.2
63.1,23.8
61.5,36.7
60.8,38.0
61.9,38.9
75.8,51.4
47.1,25.0
71.6,46.1
74.9,42.8
74.7,56.3
52.7,27.0
102.7,69.0
65.5,52.2
nan,53.2
52.7,40.7
80.1,47.2
2.2,40.9
57.8,45.5
55.3,36.4
76.0,62.2
60.9,23.0
55.2,31.0
61.0,24.8
88.1,58.0
52.1,134.94757
49.4,26.4
52.9,26.3
81.5,53.5
73.4,57.7
81.2,64.6
98.1,49.3
73.2,48.0
63.0,31.8
73.8,55.8
68.5,56.6
73.8,54.0
56.1,31.6
55.2,31.0
56.8,31.7
179.9,45.7
64.4,30.1
66.6,32.5
76.2,55.6
52.7,31.7
7.4,64.0
55.5,29.3
nan,27.7
48.6,22.0
56.4,24.6
77.5,62.9
90.7,71.3
53.1,27.4
73.1,42.0
79.9,34.8
64.9,53.2
62.4,28.9
84.6,65.4
78.5,64.2
50.3,28.2
92.5,61.4
67.9,42.2
98.0,78.1
66.3,46.2
58.8,39.5
68.5,55.7
75.9,36.7
4.4,44.9
58.7,24.5
81.7,58.0
4.8,42.4
68.8,47.9
69.9,57.5
58.4,32.0
161.4,46.7
53.6,33.0
64.7,49.9
55.7,51.6
49.6,166.13431
59.1,39.5
78.9,62.5
54.1,24.5
66.0,45.6
78.3,61.1
71.3,61.9
68.7,40.3
48.0,29.8
54.7,29.3
198.9,50.4
55.4,34.6
59.6,158.93715
70.0,50.6
84.6,44.5
73.7,59.5
50.8,30.7
53.3,38.4
74.0,49.8
53.8,156.43048
51.8,36.4
81.2,103.80635
66.0,56.8
72.6,42.7
50.8,21.5
44.3,23.5
66.3,48.8
8.7,45.0
75.0,62.5
73.1,45.5
84.5,62.8
68.1,44.5
79.0,64.1
45.0,33.4
49.4,26.0
nan,57.0
67.8,52.7
82.3,50.8
97.1,47.6
67.0,49.2
68.1,51.1
61.5,48.2
54.6,35.9
74.9,43.1
56.6,35.8
85.8,59.6
58.3,32.3
65.5,44.2
47.6,27.0
71.4,51.1
51.8,27.0
169.5,36.1
96.7,61.9
78.3,188.03354
58.7,36.5
182.4,57.4
65.7,52.0
48.0,27.5
58.2,29.3
71.3,56.8
0.8,70.6
81.5,60.6
72.3,49.8
61.7,34.9
52.7,24.8
71.1,70.3
84.6,46.2
2.6,32.3
53.9,26.2
51.5,33.2
194.8,25.7
76.4,56.4
94.0,71.5
50.0,38.9
49.3,42.0
71.1,45.5
71.2,50.5
75.8,47.6
72.7,184.57576
86.7,65.6
69.3,62.3
59.8,40.9
60.0,30.8
59.4,36.8
56.8,40.1
68.4,48.5
77.0,64.0
82.2,58.3
75.7,53.0
55.9,33.0
59.4,35.9
62.1,49.6
72.8,57.7
6.8,28.1
60.9,46.2
51.8,27.6
67.8,40.2
72.4,52.6
75.1,66.6
77.9,60.7
57.1,28.1
65.9,32.2
57.5,27.0
53.0,25.7
nan,51.1
65.0,33.4
nan,44.9
61.8,29.5
80.8,145.96205
72.4,42.5
63.5,174.31589
70.6,49.9
62.5,41.0
79.2,57.2
64.5,40.2
73.6,50.9
82.5,41.8
47.5,187.30656
75.2,49.8
96.9,59.8
55.7,32.2
59.0,49.8
86.1,51.2
66.9,50.0
75.5,59.2
191.4,49.4
154.7,32.2
60.9,40.8
6.2,57.8
55.1,145.07622
52.5,116.39948
58.7,56.8
nan,43.2
73.7,50.8
56.5,28.0
100.1,55.8
48.7,195.20969
47.8,32.8
55.2,186.80212
66.4,50.5
81.2,56.8
193.4,31.6
51.0,30.4
54.9,33.7
47.3,178.56744
69.1,52.7
52.5,22.1
51.8,35.8
76.7,61.2
48.4,27.0
56.3,132.57121
194.6,54.6
56.0,24.1
49.7,27.8
56.7,33.4
50.5,27.5
71.9,49.4
68.1,52.0
64.9,29.4
54.8,22.7
79.1,50.2
55.7,28.9
71.5,46.8
67.7,47.2
57.9,36.2
80.3,54.1
95.9,64.1
52.7,29.0
72.1,51.1
89.0,60.0
65.1,54.1
70.4,53.9
74.8,42.8
64.1,48.4
59.6,60.2
61.4,46.6
196.1,42.2
59.1,37.0
48.6,27.4
79.4,54.7
76.5,60.4
81.4,63.0
49.5,25.2
80.8,56.0
79.9,56.5
70.2,55.1
46.2,31.9
60.7,29.8
69.9,38.8
67.6,131.2608
65.8,45.2
73.0,52.1
73.3,46.7
1.1,145.75099
52.8,31.4
72.2,55.1
60.4,31.6
77.5,44.5
63.8,35.3
67.4,39.4
66.8,56.5
75.4,32.4
76.3,54.2
87.4,57.6
70.3,59.4
53.0,26.6
58.9,41.8
94.1,69.5
74.2,169.51956
68.4,46.0
71.3,51.7
72.7,47.5
72.2,39.6
188.8,62.9
80.0,43.7
60.4,29.0
80.0,51.4
72.7,52.7
52.7,41.3
67.2,25.0
47.6,27.7
71.5,59.9
74.0,60.7
82.1,63.7
84.5,57.4
67.9,53.8
5.1,24.4
56.9,34.9
56.4,29.9
87.6,53.6
74.2,67.3
85.0,49.9
73.0,43.8
80.7,139.2512
60.1,29.6
59.6,25.7
57.6,33.7
97.7,56.8
80.3,46.1
91.0,64.4
64.0,47.6
62.6,31.3
163.5,52.1
68.1,59.4
73.4,59.5
74.1,51.7
53.9,31.2
74.2,43.4
40.8,26.4
83.0,64.0
65.2,44.3
64.5,46.6
69.5,39.1
86.4,58.6
72.6,55.0
77.6,59.4
59.1,28.9
92.3,72.5
65.9,56.5
76.3,47.6
69.0,64.3
77.0,71.3
62.2,48.1
65.1,58.0
84.2,58.6
67.3,51.5
66.2,42.2
57.6,151.73589
73.1,40.6
44.4,25.4
68.4,45.6
62.0,34.0
55.4,27.2
46.3,26.4
58.2,30.7
63.4,47.8
62.0,55.8
55.8,24.4
68.0,51.2
74.1,56.6
60.7,49.8
48.3,33.7
61.3,50.2
170.9,48.2
61.7,37.3
52.2,28.3
90.5,50.0
46.3,24.2
54.1,28.8
73.8,56.8
87.7,41.3
66.6,50.6
64.2,42.7
52.6,27.0
71.9,61.4
71.1,31.6
81.3,64.4
50.9,32.3
68.0,46.0
52.3,0.0
81.1,60.8
73.0,55.9
70.6,45.4
87.1,49.3
64.3,51.1
75.0,53.9
67.0,33.4
63.5,20.4
75.5,53.4
151.0,164.87991
68.4,21.6
73.4,71.9
60.6,141.20013
76.6,60.0
80.4,29.6
64.6,20.3
68.4,166.18321
43.5,26.6
74.4,55.6
71.0,60.8
76.7,29.9
69.1,33.6
74.2,52.7
55.5,24.0
49.6,29.5
72.0,55.9
59.7,42.4
69.4,40.3
66.1,38.4
79.9,66.4
68.3,168.48198
74.6,48.7
63.2,54.4
94.3,52.4
82.6,54.5
73.8,47.4
67.3,47.9
61.0,51.6
49.6,14.2
51.9,28.9
76.1,58.7
55.8,34.3
63.6,24.5
69.0,29.6
89.7,39.0
76.5,47.0
54.4,43.8
49.5,23.9
90.8,68.3
195.4,40.6
53.0,36.7
4.8,36.2
88.9,48.4
73.6,52.2
52.7,32.6
51.3,33.5
152.4,57.6
68.8,52.8
75.9,50.5
68.4,46.6
74.4,64.3
50.2,26.9
67.6,57.2
72.9,47.6
55.1,58.1
52.5,36.0
9.4,48.1
45.8,31.6
60.9,23.6
48.4,37.4
78.5,58.0
60.4,31.1
64.7,46.0
79.9,58.2
51.0,29.5
71.6,54.5
65.5,113.42079
51.6,31.9
66.3,47.4
55.8,116.25049
47.3,32.6
nan,52.4
76.3,57.7
76.9,63.0
73.5,51.6
60.8,36.4
3.5,49.9
72.2,55.2
76.3,51.7
70.5,49.7
67.6,47.2
46.3,26.3
80.0,51.8
54.5,31.3
68.7,50.3
46.9,17.5
73.8,49.4
52.3,22.4
65.0,50.0
53.7,39.6
62.5,29.0
84.3,59.4
59.3,39.1
67.2,50.5
60.0,51.5
65.0,38.2
93.5,52.7
75.8,80.5
65.0,49.3
88.0,55.2
78.9,50.3
66.9,45.4
77.8,64.4
74.1,49.4
83.7,64.2
76.5,50.3
78.7,48.5
79.9,53.4
83.9,69.8
57.8,28.0
54.7,27.0
65.7,140.9083
71.1,56.3
171.7,61.7
46.0,24.0
70.6,56.5
60.9,32.9
71.2,43.7
80.0,62.5
71.0,63.7
81.5,65.0
92.2,59.4
75.5,63.8
82.9,136.03984
55.5,35.2
45.0,27.2
97.6,50.6
70.2,59.4
81.2,27.8
74.2,42.4
66.0,52.6
54.2,37.9
61.7,33.2
85.2,45.0
81.8,59.9
69.4,66.8
69.9,55.1
78.6,26.3
91.8,72.1
66.3,40.4
73.5,48.6
66.5,52.3
57.2,25.9
79.2,59.0
71.4,43.0
152.2,51.1
71.2,56.5
52.0,36.1
56.8,37.2
70.5,52.3
82.3,59.5
74.1,60.7
66.4,56.2
75.1,63.6
58.1,31.9
50.0,25.8
155.6,57.1
69.6,56.2
76.4,53.2
54.3,24.2
89.6,19.4
66.9,42.8
77.4,52.9
72.2,58.6
70.9,58.8
73.1,49.3
59.0,37.8
54.2,53.2
72.4,55.6
59.0,20.0
83.0,42.4
64.3,27.6
45.4,29.2
73.4,127.495155
62.3,44.6
74.9,58.7
72.8,25.7
46.5,26.8
51.8,37.6
63.1,44.8
52.8,29.9
69.2,50.5
97.3,58.8
68.7,10.3
77.9,57.4
75.4,69.0
70.9,38.0
57.9,43.7
77.9,51.4
62.0,45.4
79.0,54.8
90.5,76.8
87.6,36.5
67.9,51.7
70.3,53.5
66.0,48.1
66.1,22.8
54.1,26.9
78.4,55.2
65.7,53.9
52.5,31.6
62.3,27.5
67.4,137.84001
199.5,48.8
45.8,24.0
77.6,53.2
69.3,45.8
49.7,24.5
73.6,194.16338
84.9,47.6
81.9,58.6
70.9,50.9
72.8,50.4
77.2,56.5
56.0,21.8
79.5,57.6
61.1,40.6
55.2,19.8
53.4,33.5
76.6,57.4
0.6,42.1
71.0,52.9
82.2,56.3
58.5,33.1
62.8,49.0
71.0,58.2
77.0,23.2
1.5,59.2
76.1,50.9
83.0,47.0
78.1,43.4
45.9,24.6
75.0,54.6
69.9,51.2
69.7,47.9
60.9,33.2
53.0,26.5
58.2,46.0
75.0,54.0
96.2,47.3
58.9,51.5
60.8,30.6
57.4,25.3
70.5,43.2
58.9,109.373405
95.0,65.6
170.6,31.9
1.3,41.3
77.9,43.2
82.3,150.64832
66.0,52.9
64.6,48.2
49.5,21.4
172.9,32.9
59.3,27.0
79.2,49.2
73.5,129.74622
76.9,61.0
70.6,48.8
65.4,51.1
56.0,35.5
70.3,46.1
50.1,36.4
81.1,60.6
56.1,44.5
57.4,109.58535
102.8,65.5
79.7,54.8
69.1,31.1
67.9,34.0
64.9,55.9
65.4,44.0
57.9,37.4
57.4,29.9
75.2,44.6
63.4,46.4
53.2,34.9
55.2,26.5
84.9,60.8
78.5,199.25092
70.4,48.0
72.8,40.4
52.3,42.8
55.2,31.2
66.7,47.6
68.5,44.0
87.4,62.4
62.4,28.0
71.1,44.0
83.5,40.1
55.2,40.7
71.4,49.6
72.3,49.6
52.4,29.5
187.4,25.1
64.7,48.6
58.5,23.5
0.0,45.0
73.3,54.7
61.4,31.1
61.8,25.9
71.9,128.55136
91.5,52.1
80.6,176.39754
76.0,59.9
57.1,43.2
79.8,63.5
72.1,48.8
51.8,26.8
56.5,36.7
80.4,52.4
7.8,56.2
78.0,51.0
98.8,54.4
66.0,39.7
68.0,53.2
65.4,54.1
62.5,51.1
56.6,38.8
69.2,40.7
75.1,51.2
70.2,47.8
64.5,35.5
52.3,32.0
50.9,21.6
62.1,30.4
57.4,42.8
45.6,23.6
60.3,23.2
63.2,41.2
80.5,199.42502
83.0,70.2
168.7,68.4
70.7,54.6
66.0,49.7
93.0,57.1
61.6,38.4
56.2,35.2
156.8,32.0
66.5,54.0
69.9,46.6
56.7,30.7
61.8,51.0
178.5,73.0
79.9,108.15424
74.1,55.1
nan,43.0
76.6,47.9
70.9,36.7
76.7,52.7
56.8,50.8
59.3,36.1
64.8,46.0
84.3,131.68307
60.1,40.2
77.4,64.1
